unique_key,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_km,fare,tips,payment_type,company,pickup_location,dropoff_location
DP-516,D-93,2021-07-08 18:45:00+00:00,2021-07-08 18:45:00+00:00,2.253076,7.5,2.0,Credit Card,Deluc Porter,POINT (-87.6262149064 41.8925077809),POINT (-87.642648998 41.8792550844)
DP-517,S-228,2021-07-08 19:15:00+00:00,2021-07-08 19:15:00+00:00,1.448406,6.5,0.0,Cash,Deluc Porter,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
DP-518,S-117,2021-07-08 19:45:00+00:00,2021-07-08 20:00:00+00:00,4.345218,10.5,0.0,Cash,Deluc Porter,POINT (-87.6333080367 41.899602111),POINT (-87.6494887289 41.9226862843)
DP-519,D-161,2021-07-08 21:00:00+00:00,2021-07-08 21:30:00+00:00,29.129054000000004,45.0,0.0,Cash,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6209929134 41.8849871918)
RA-3748,RC-497,2021-07-09 03:15:00+00:00,2021-07-09 03:45:00+00:00,38.62416,57.5,1.0,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6424975271 41.7771962546)
RA-3749,RA-352,2021-07-09 06:45:00+00:00,2021-07-09 07:00:00+00:00,6.759228,13.5,5.0,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.913624596 41.9802643146)
RA-3750,RA-318,2021-07-09 07:45:00+00:00,2021-07-09 08:00:00+00:00,22.852628,35.75,8.05,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6763559892 41.9012069941)
DP-520,P-80,2021-07-09 08:45:00+00:00,2021-07-09 08:45:00+00:00,1.770274,7.0,3.0,Credit Card,Deluc Porter,POINT (-87.6207628651 41.8983317935),POINT (-87.6209929134 41.8849871918)
DP-521,S-228,2021-07-09 09:45:00+00:00,2021-07-09 10:00:00+00:00,1.931208,7.25,0.0,Cash,Deluc Porter,POINT (-87.6262149064 41.8925077809),POINT (-87.6327464887 41.8809944707)
DP-522,P-64,2021-07-09 10:00:00+00:00,2021-07-09 10:00:00+00:00,0.4828019999999999,4.25,1.0,Credit Card,Deluc Porter,POINT (-87.6327464887 41.8809944707),POINT (-87.6327464887 41.8809944707)
DP-523,P-138,2021-07-09 10:15:00+00:00,2021-07-09 10:45:00+00:00,29.450922,45.75,5.0,Credit Card,Deluc Porter,POINT (-87.6188683546 41.8909220259),POINT (-87.9030396611 41.9790708201)
RA-3751,RC-213,2021-07-09 11:30:00+00:00,2021-07-09 12:15:00+00:00,27.036912,43.75,9.65,Credit Card,Rocket Cab Auto,POINT (-87.9030396611 41.9790708201),POINT (-87.6197106717 41.8950334495)
RA-3752,RA-472,2021-07-09 12:15:00+00:00,2021-07-09 12:15:00+00:00,0.4828019999999999,4.5,0.0,Cash,Rocket Cab Auto,POINT (-87.6207628651 41.8983317935),POINT (-87.6262149064 41.8925077809)
RA-3753,RA-108,2021-07-09 12:30:00+00:00,2021-07-09 12:30:00+00:00,5.63269,11.75,0.0,Cash,Rocket Cab Auto,POINT (-87.6333080367 41.899602111),POINT (-87.6494887289 41.9226862843)
DP-524,P-180,2021-07-09 12:45:00+00:00,2021-07-09 13:30:00+00:00,29.450922,47.0,13.1,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6209929134 41.8849871918)
RA-3754,RA-325,2021-07-09 12:45:00+00:00,2021-07-09 13:00:00+00:00,3.862416,10.75,2.0,Credit Card,Rocket Cab Auto,POINT (-87.6494887289 41.9226862843),POINT (-87.6559981815 41.9442266014)
DP-525,P-22,2021-07-09 13:30:00+00:00,2021-07-09 13:45:00+00:00,8.85137,18.0,6.0,Credit Card,Deluc Porter,POINT (-87.6209929134 41.8849871918),POINT (-87.6542980837 41.9462945357)
RA-3755,RA-420,2021-07-09 14:00:00+00:00,2021-07-09 14:45:00+00:00,26.875978,42.75,9.55,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6333080367 41.899602111)
DP-526,D-174,2021-07-09 14:00:00+00:00,2021-07-09 14:15:00+00:00,6.598293999999999,14.25,0.0,Unknown,Deluc Porter,POINT (-87.6494887289 41.9226862843),POINT (-87.6251921424 41.8788655841)
DP-527,D-77,2021-07-09 14:15:00+00:00,2021-07-09 14:30:00+00:00,0.5,7.0,0.0,Cash,Deluc Porter,POINT (-87.6219716519 41.8774061234),POINT (-87.6129454143 41.8919715078)
DP-528,D-178,2021-07-09 14:30:00+00:00,2021-07-09 14:30:00+00:00,5.63269,12.0,2.5,Credit Card,Deluc Porter,POINT (-87.6333080367 41.899602111),POINT (-87.6494887289 41.9226862843)
DP-529,S-172,2021-07-09 14:45:00+00:00,2021-07-09 15:00:00+00:00,1.770274,7.25,4.0,Credit Card,Deluc Porter,POINT (-87.6321092196 41.9002656868),POINT (-87.6262149064 41.8925077809)
RA-3756,RC-477,2021-07-09 15:00:00+00:00,2021-07-09 15:30:00+00:00,4.9889540000000006,13.5,0.0,Cash,Rocket Cab Auto,POINT (-87.6333080367 41.899602111),POINT (-87.6635175498 41.874005383)
DP-530,P-80,2021-07-09 15:30:00+00:00,2021-07-09 15:30:00+00:00,0.6437360000000001,5.5,0.0,Cash,Deluc Porter,POINT (-87.6262149064 41.8925077809),POINT (-87.6262105324 41.8991556134)
DP-531,D-205,2021-07-09 15:30:00+00:00,2021-07-09 15:30:00+00:00,1.448406,5.75,0.0,Cash,Deluc Porter,POINT (-87.6262149064 41.8925077809),POINT (-87.6262149064 41.8925077809)
DP-532,D-163,2021-07-09 15:30:00+00:00,2021-07-09 15:30:00+00:00,0.5,3.25,0.0,Cash,Deluc Porter,POINT (-87.6262149064 41.8925077809),POINT (-87.6262149064 41.8925077809)
RA-3757,RA-82,2021-07-09 15:45:00+00:00,2021-07-09 16:00:00+00:00,2.5749440000000003,7.5,0.0,Cash,Rocket Cab Auto,POINT (-87.6251921424 41.8788655841),POINT (-87.6333080367 41.899602111)
DP-533,S-228,2021-07-09 16:30:00+00:00,2021-07-09 16:45:00+00:00,3.5405480000000003,10.75,1.0,Credit Card,Deluc Porter,POINT (-87.6209929134 41.8849871918),POINT (-87.6173580061 41.859349715)
DP-534,S-99,2021-07-09 17:15:00+00:00,2021-07-09 17:30:00+00:00,6.598293999999999,15.25,0.0,Cash,Deluc Porter,POINT (-87.6221729369 41.8706073724),POINT (-87.6266589003 41.9075200747)
DP-535,D-128,2021-07-09 17:30:00+00:00,2021-07-09 18:00:00+00:00,2.41401,9.75,0.0,Cash,Deluc Porter,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
DP-536,D-229,2021-07-09 18:00:00+00:00,2021-07-09 18:00:00+00:00,2.896812,8.5,0.0,Credit Card,Deluc Porter,POINT (-87.6188683546 41.8909220259),POINT (-87.6572331997 41.8852813201)
DP-537,P-250,2021-07-09 18:30:00+00:00,2021-07-09 18:30:00+00:00,0.321868,4.75,0.0,Cash,Deluc Porter,POINT (-87.6262149064 41.8925077809),POINT (-87.6327464887 41.8809944707)
DP-538,S-159,2021-07-09 18:45:00+00:00,2021-07-09 19:00:00+00:00,6.598293999999999,15.5,3.8,Credit Card,Deluc Porter,POINT (-87.6333080367 41.899602111),POINT (-87.6763559892 41.9012069941)
RA-3758,RA-395,2021-07-10 05:15:00+00:00,2021-07-10 05:15:00+00:00,0.5,3.25,0.0,Cash,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.913624596 41.9802643146)
RA-3759,RC-293,2021-07-10 07:00:00+00:00,2021-07-10 07:15:00+00:00,15.932466,26.0,5.0,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.7633990316 41.9540276487)
RA-3760,RA-399,2021-07-10 08:15:00+00:00,2021-07-10 08:45:00+00:00,26.715044,41.0,0.0,Cash,Rocket Cab Auto,POINT (-87.9030396611 41.9790708201),POINT (-87.6378442095 41.8932163595)
RA-3761,RC-460,2021-07-10 10:30:00+00:00,2021-07-10 10:45:00+00:00,27.35878,42.5,0.0,Credit Card,Rocket Cab Auto,POINT (-87.9030396611 41.9790708201),POINT (-87.6262105324 41.8991556134)
RA-3762,RA-284,2021-07-10 13:00:00+00:00,2021-07-10 14:00:00+00:00,32.669602,51.75,0.0,Cash,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6186777673 41.8351179863)
DP-539,S-178,2021-07-10 13:45:00+00:00,2021-07-10 14:30:00+00:00,21.887024,37.25,0.0,Cash,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.6950125892 42.001571027)
RA-3763,RA-198,2021-07-10 14:15:00+00:00,2021-07-10 14:30:00+00:00,4.506151999999999,11.75,3.4,Credit Card,Rocket Cab Auto,POINT (-87.6173580061 41.859349715),POINT (-87.6188683546 41.8909220259)
RA-3764,RC-433,2021-07-10 14:45:00+00:00,2021-07-10 15:00:00+00:00,4.82802,11.25,2.35,Credit Card,Rocket Cab Auto,POINT (-87.6333080367 41.899602111),POINT (-87.6559981815 41.9442266014)
DP-540,P-138,2021-07-10 15:45:00+00:00,2021-07-10 16:45:00+00:00,28.807186,46.5,10.6,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6188683546 41.8909220259)
DP-541,S-9,2021-07-10 16:45:00+00:00,2021-07-10 17:15:00+00:00,8.690436,17.0,5.5,Credit Card,Deluc Porter,POINT (-87.6188683546 41.8909220259),POINT (-87.6568039088 41.9491397709)
RA-3765,RA-21,2021-07-11 04:45:00+00:00,2021-07-11 05:00:00+00:00,26.875978,41.5,0.0,Cash,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6333080367 41.899602111)
RA-3766,RA-248,2021-07-11 05:15:00+00:00,2021-07-11 05:15:00+00:00,4.506151999999999,10.75,0.0,Cash,Rocket Cab Auto,POINT (-87.6333080367 41.899602111),POINT (-87.6203346241 41.8571838585)
RA-3767,RC-59,2021-07-11 05:30:00+00:00,2021-07-11 05:30:00+00:00,3.21868,8.5,4.0,Credit Card,Rocket Cab Auto,POINT (-87.6251921424 41.8788655841),POINT (-87.6333080367 41.899602111)
RA-3768,RA-78,2021-07-11 09:00:00+00:00,2021-07-11 09:30:00+00:00,24.622902,38.5,8.55,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6494887289 41.9226862843)
RA-3769,RC-293,2021-07-11 09:30:00+00:00,2021-07-11 09:45:00+00:00,3.057746,8.5,0.0,Cash,Rocket Cab Auto,POINT (-87.6494887289 41.9226862843),POINT (-87.6559981815 41.9442266014)
RA-3770,RA-121,2021-07-11 09:45:00+00:00,2021-07-11 10:00:00+00:00,3.379614,9.0,0.0,Cash,Rocket Cab Auto,POINT (-87.6559981815 41.9442266014),POINT (-87.6494887289 41.9226862843)
DP-542,D-77,2021-07-11 10:15:00+00:00,2021-07-11 10:45:00+00:00,21.887024,35.75,12.05,Credit Card,Deluc Porter,POINT (-87.6207628651 41.8983317935),POINT (-87.7509342894 41.785998518)
RA-3771,RC-446,2021-07-11 10:30:00+00:00,2021-07-11 10:30:00+00:00,6.920162,13.25,4.4,Credit Card,Rocket Cab Auto,POINT (-87.6251921424 41.8788655841),POINT (-87.6559981815 41.9442266014)
DP-543,P-250,2021-07-11 11:15:00+00:00,2021-07-11 11:30:00+00:00,2.41401,7.5,0.0,Cash,Deluc Porter,POINT (-87.6262105324 41.8991556134),POINT (-87.6219716519 41.8774061234)
DP-544,D-7,2021-07-11 12:00:00+00:00,2021-07-11 12:30:00+00:00,28.485318,43.75,20.0,Credit Card,Deluc Porter,POINT (-87.6262105324 41.8991556134),POINT (-87.9030396611 41.9790708201)
DP-545,P-234,2021-07-11 12:45:00+00:00,2021-07-11 13:30:00+00:00,29.611856,46.0,5.0,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6129454143 41.8919715078)
DP-546,S-228,2021-07-11 13:30:00+00:00,2021-07-11 13:30:00+00:00,1.1265379999999998,5.75,2.0,Credit Card,Deluc Porter,POINT (-87.6129454143 41.8919715078),POINT (-87.6197106717 41.8950334495)
RA-3772,RA-301,2021-07-11 13:45:00+00:00,2021-07-11 14:15:00+00:00,26.715044,42.0,0.0,Cash,Rocket Cab Auto,POINT (-87.9030396611 41.9790708201),POINT (-87.6262149064 41.8925077809)
DP-547,D-128,2021-07-11 13:45:00+00:00,2021-07-11 14:30:00+00:00,23.174496,38.75,0.0,Cash,Deluc Porter,POINT (-87.6261455896 41.9027880476),POINT (-87.7509342894 41.785998518)
DP-548,S-166,2021-07-11 14:30:00+00:00,2021-07-11 15:15:00+00:00,26.55411,44.25,9.75,Credit Card,Deluc Porter,POINT (-87.7696154528 41.7925923603),POINT (-87.6494887289 41.9226862843)
RA-3773,RA-147,2021-07-11 14:30:00+00:00,2021-07-11 14:45:00+00:00,3.057746,9.5,0.0,Cash,Rocket Cab Auto,POINT (-87.6333080367 41.899602111),POINT (-87.6635175498 41.874005383)
RA-3774,RA-184,2021-07-11 14:45:00+00:00,2021-07-11 15:00:00+00:00,2.896812,8.75,2.0,Credit Card,Rocket Cab Auto,POINT (-87.6428084655 41.8853000224),POINT (-87.6262149064 41.8925077809)
DP-549,D-128,2021-07-11 16:45:00+00:00,2021-07-11 17:15:00+00:00,25.105704,39.5,6.0,Credit Card,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.6333080367 41.899602111)
DP-550,P-64,2021-07-11 18:15:00+00:00,2021-07-11 18:45:00+00:00,28.807186,44.75,0.0,Cash,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6129454143 41.8919715078)
DP-551,D-200,2021-07-11 19:00:00+00:00,2021-07-11 19:15:00+00:00,4.667085999999999,11.0,3.1,Credit Card,Deluc Porter,POINT (-87.6333080367 41.899602111),POINT (-87.6763559892 41.9012069941)
DP-552,S-165,2021-07-11 20:15:00+00:00,2021-07-11 20:45:00+00:00,0.5,44.0,0.0,Cash,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.6635175498 41.874005383)
DP-553,D-113,2021-07-11 20:45:00+00:00,2021-07-11 21:00:00+00:00,4.506151999999999,11.25,0.0,Cash,Deluc Porter,POINT (-87.6635175498 41.874005383),POINT (-87.6333080367 41.899602111)
RA-3775,RC-369,2021-07-12 06:30:00+00:00,2021-07-12 07:00:00+00:00,28.646252,44.0,9.7,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6251921424 41.8788655841)
RA-3776,RA-15,2021-07-12 07:00:00+00:00,2021-07-12 07:30:00+00:00,28.324384,44.5,0.0,Cash,Rocket Cab Auto,POINT (-87.6209929134 41.8849871918),POINT (-87.9030396611 41.9790708201)
RA-3777,RC-224,2021-07-12 08:30:00+00:00,2021-07-12 09:15:00+00:00,27.35878,43.0,6.0,Credit Card,Rocket Cab Auto,POINT (-87.9030396611 41.9790708201),POINT (-87.6262149064 41.8925077809)
DP-554,P-153,2021-07-12 10:00:00+00:00,2021-07-12 10:00:00+00:00,0.6437360000000001,4.75,2.0,Credit Card,Deluc Porter,POINT (-87.6262149064 41.8925077809),POINT (-87.6327464887 41.8809944707)
DP-555,D-174,2021-07-12 10:45:00+00:00,2021-07-12 11:00:00+00:00,28.96812,44.25,0.0,Credit Card,Deluc Porter,POINT (-87.6262149064 41.8925077809),POINT (-87.9030396611 41.9790708201)
DP-556,S-155,2021-07-12 12:00:00+00:00,2021-07-12 12:15:00+00:00,4.9889540000000006,11.25,5.15,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.8773053996 41.9827750091)
DP-557,D-93,2021-07-12 12:45:00+00:00,2021-07-12 13:30:00+00:00,23.33543,38.5,8.8,Credit Card,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.6558787862 41.96581197)
DP-558,D-229,2021-07-12 14:00:00+00:00,2021-07-12 14:45:00+00:00,28.807186,45.25,0.0,Cash,Deluc Porter,POINT (-87.6262149064 41.8925077809),POINT (-87.9030396611 41.9790708201)
DP-559,D-161,2021-07-12 15:15:00+00:00,2021-07-12 15:45:00+00:00,28.16345,43.0,9.7,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6318639497 41.8920421365)
DP-560,S-9,2021-07-12 16:00:00+00:00,2021-07-12 16:00:00+00:00,1.60934,6.5,2.0,Credit Card,Deluc Porter,POINT (-87.6251921424 41.8788655841),POINT (-87.6635175498 41.874005383)
DP-561,S-165,2021-07-12 16:45:00+00:00,2021-07-12 16:45:00+00:00,1.770274,6.75,2.0,Credit Card,Deluc Porter,POINT (-87.6262149064 41.8925077809),POINT (-87.6327464887 41.8809944707)
DP-562,P-116,2021-07-12 17:00:00+00:00,2021-07-12 17:00:00+00:00,0.4828019999999999,4.25,0.0,Cash,Deluc Porter,POINT (-87.6327464887 41.8809944707),POINT (-87.642648998 41.8792550844)
DP-563,P-67,2021-07-12 17:15:00+00:00,2021-07-12 18:15:00+00:00,28.96812,46.0,0.0,Cash,Deluc Porter,POINT (-87.6262149064 41.8925077809),POINT (-87.9030396611 41.9790708201)
DP-564,P-173,2021-07-12 18:30:00+00:00,2021-07-12 19:15:00+00:00,23.657298,38.75,6.75,Credit Card,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.6559981815 41.9442266014)
RA-3778,RC-131,2021-07-13 04:00:00+00:00,2021-07-13 04:30:00+00:00,18.346476,30.0,0.0,Cash,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6950125892 42.001571027)
RA-3779,RA-429,2021-07-13 07:00:00+00:00,2021-07-13 07:00:00+00:00,0.5,3.25,0.0,Cash,Rocket Cab Auto,POINT (-87.9030396611 41.9790708201),POINT (-87.9030396611 41.9790708201)
RA-3780,RA-420,2021-07-13 08:45:00+00:00,2021-07-13 09:30:00+00:00,26.232242,41.75,9.25,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6333080367 41.899602111)
RA-3781,RA-395,2021-07-13 09:30:00+00:00,2021-07-13 09:45:00+00:00,2.5749440000000003,8.25,0.0,Cash,Rocket Cab Auto,POINT (-87.6291051864 41.9002212967),POINT (-87.6327464887 41.8809944707)
RA-3782,RA-140,2021-07-13 11:15:00+00:00,2021-07-13 11:30:00+00:00,25.427572,39.5,8.8,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6333080367 41.899602111)
RA-3783,RC-139,2021-07-13 13:15:00+00:00,2021-07-13 13:45:00+00:00,27.680648,43.5,4.9,Credit Card,Rocket Cab Auto,POINT (-87.9030396611 41.9790708201),POINT (-87.6327464887 41.8809944707)
RA-3784,RA-318,2021-07-13 14:45:00+00:00,2021-07-13 15:30:00+00:00,49.08487,73.0,0.0,Cash,Rocket Cab Auto,POINT (-87.7509342894 41.785998518),POINT (-87.9030396611 41.9790708201)
DP-565,P-7,2021-07-13 20:00:00+00:00,2021-07-13 20:30:00+00:00,24.301034,38.25,10.65,Credit Card,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.6494887289 41.9226862843)
DP-566,D-16,2021-07-13 21:45:00+00:00,2021-07-13 22:15:00+00:00,28.96812,45.0,9.0,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6327464887 41.8809944707)
DP-567,S-166,2021-07-13 22:15:00+00:00,2021-07-13 22:15:00+00:00,2.41401,7.25,3.0,Credit Card,Deluc Porter,POINT (-87.6251921424 41.8788655841),POINT (-87.6251921424 41.8788655841)
DP-568,D-228,2021-07-13 22:30:00+00:00,2021-07-13 22:30:00+00:00,0.6437360000000001,4.5,3.0,Credit Card,Deluc Porter,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
RA-3785,RC-224,2021-07-14 01:00:00+00:00,2021-07-14 01:30:00+00:00,22.208892,35.75,0.0,Cash,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6634164054 41.9867117999)
RA-3786,RA-313,2021-07-14 08:45:00+00:00,2021-07-14 09:30:00+00:00,33.152404000000004,51.0,11.1,Credit Card,Rocket Cab Auto,POINT (-87.9030396611 41.9790708201),POINT (-87.6241352979 41.8492467545)
RA-3787,RA-230,2021-07-14 09:30:00+00:00,2021-07-14 09:45:00+00:00,0.965604,5.0,0.0,Cash,Rocket Cab Auto,POINT (-87.6203346241 41.8571838585),POINT (-87.6203346241 41.8571838585)
RA-3788,RC-131,2021-07-14 10:30:00+00:00,2021-07-14 10:30:00+00:00,1.2874720000000002,5.5,0.0,Cash,Rocket Cab Auto,POINT (-87.6333080367 41.899602111),POINT (-87.6251921424 41.8788655841)
RA-3789,RA-251,2021-07-14 12:15:00+00:00,2021-07-14 12:45:00+00:00,25.588506,40.5,8.5,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6333080367 41.899602111)
RA-3790,RA-317,2021-07-14 13:00:00+00:00,2021-07-14 13:00:00+00:00,1.931208,6.75,0.0,Cash,Rocket Cab Auto,POINT (-87.6207628651 41.8983317935),POINT (-87.6317173661 41.9146162864)
RA-3791,RA-158,2021-07-14 13:15:00+00:00,2021-07-14 13:30:00+00:00,1.448406,6.25,0.0,Cash,Rocket Cab Auto,POINT (-87.6262105324 41.8991556134),POINT (-87.6209929134 41.8849871918)
DP-569,S-9,2021-07-14 13:45:00+00:00,2021-07-14 14:00:00+00:00,10.46071,19.0,3.9,Credit Card,Deluc Porter,POINT (-87.6333080367 41.899602111),POINT (-87.6559981815 41.9442266014)
FI-2575,I-570,2021-07-14 13:45:00+00:00,2021-07-14 14:00:00+00:00,0.80467,5.0,0.0,Unknown,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
FI-2576,F-591,2021-07-14 14:15:00+00:00,2021-07-14 14:30:00+00:00,2.253076,7.5,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6251921424 41.8788655841)
FI-2577,F-591,2021-07-14 14:30:00+00:00,2021-07-14 14:30:00+00:00,1.2874720000000002,5.5,2.0,Credit Card,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.6318639497 41.8920421365)
FI-2578,I-573,2021-07-14 14:45:00+00:00,2021-07-14 15:00:00+00:00,1.1265379999999998,5.75,0.0,Cash,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.6327464887 41.8809944707)
FI-2579,I-537,2021-07-14 15:15:00+00:00,2021-07-14 15:15:00+00:00,0.80467,4.5,0.0,Cash,Federway Int.,POINT (-87.6262149064 41.8925077809),POINT (-87.6262105324 41.8991556134)
FI-2580,F-554,2021-07-14 15:30:00+00:00,2021-07-14 15:30:00+00:00,1.931208,7.25,0.0,Cash,Federway Int.,POINT (-87.6262149064 41.8925077809),POINT (-87.6327464887 41.8809944707)
DP-570,D-199,2021-07-14 15:30:00+00:00,2021-07-14 15:45:00+00:00,8.0467,15.5,4.0,Credit Card,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.913624596 41.9802643146)
DP-571,D-128,2021-07-14 16:00:00+00:00,2021-07-14 16:30:00+00:00,20.277684,33.5,6.0,Credit Card,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.6950125892 42.001571027)
FI-2581,F-410,2021-07-14 17:15:00+00:00,2021-07-14 17:15:00+00:00,1.2874720000000002,7.25,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
FI-2582,I-622,2021-07-14 17:45:00+00:00,2021-07-14 18:00:00+00:00,4.667085999999999,11.0,3.4,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6635175498 41.874005383)
DP-572,S-99,2021-07-14 18:30:00+00:00,2021-07-14 19:30:00+00:00,34.118008,52.25,20.0,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6173580061 41.859349715)
FI-2583,F-554,2021-07-14 18:30:00+00:00,2021-07-14 18:30:00+00:00,0.5,18.0,3.7,Credit Card,Federway Int.,POINT (-87.6559981815 41.9442266014),POINT (-87.6559981815 41.9442266014)
FI-2584,F-410,2021-07-14 18:45:00+00:00,2021-07-14 19:00:00+00:00,1.1265379999999998,5.75,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
FI-2585,I-580,2021-07-14 19:15:00+00:00,2021-07-14 19:15:00+00:00,1.1265379999999998,6.0,0.0,Cash,Federway Int.,POINT (-87.6209929134 41.8849871918),POINT (-87.6209929134 41.8849871918)
DP-573,P-173,2021-07-14 19:30:00+00:00,2021-07-14 19:45:00+00:00,4.02335,10.5,2.75,Credit Card,Deluc Porter,POINT (-87.6173580061 41.859349715),POINT (-87.6327464887 41.8809944707)
FI-2586,F-410,2021-07-14 19:30:00+00:00,2021-07-14 20:15:00+00:00,28.16345,44.0,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.7583535876 41.9939301285)
FI-2587,I-527,2021-07-14 20:15:00+00:00,2021-07-14 20:15:00+00:00,0.5,30.0,5.0,Credit Card,Federway Int.,POINT (-87.7583535876 41.9939301285),POINT (-87.7583535876 41.9939301285)
RA-3792,RC-189,2021-07-15 00:30:00+00:00,2021-07-15 01:00:00+00:00,26.875978,41.75,7.1,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6333080367 41.899602111)
RA-3793,RA-165,2021-07-15 01:00:00+00:00,2021-07-15 01:00:00+00:00,2.092142,7.0,2.0,Credit Card,Rocket Cab Auto,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
RA-3794,RC-255,2021-07-15 02:30:00+00:00,2021-07-15 03:15:00+00:00,21.082354,37.5,0.0,Cash,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.7209182385 41.9000696026)
RA-3795,RA-91,2021-07-15 03:45:00+00:00,2021-07-15 04:15:00+00:00,27.197846,42.0,2.0,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6333080367 41.899602111)
RA-3796,RC-433,2021-07-15 06:45:00+00:00,2021-07-15 07:15:00+00:00,17.70274,29.25,6.95,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.7235831853 41.9836363072)
RA-3797,RC-213,2021-07-15 10:45:00+00:00,2021-07-15 11:15:00+00:00,25.74944,40.25,11.15,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6333080367 41.899602111)
DP-574,S-159,2021-07-15 13:30:00+00:00,2021-07-15 14:00:00+00:00,29.450922,46.0,0.0,Cash,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6262105324 41.8991556134)
DP-575,D-161,2021-07-15 14:00:00+00:00,2021-07-15 14:15:00+00:00,1.448406,5.75,2.0,Credit Card,Deluc Porter,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
DP-576,S-228,2021-07-15 14:45:00+00:00,2021-07-15 14:45:00+00:00,0.965604,5.5,0.0,Cash,Deluc Porter,POINT (-87.6262149064 41.8925077809),POINT (-87.6327464887 41.8809944707)
FI-2588,I-449,2021-07-15 16:15:00+00:00,2021-07-15 16:15:00+00:00,1.770274,6.75,2.0,Credit Card,Federway Int.,POINT (-87.6173580061 41.859349715),POINT (-87.6209929134 41.8849871918)
FI-2589,F-595,2021-07-15 16:30:00+00:00,2021-07-15 16:45:00+00:00,6.115492,12.25,0.0,Cash,Federway Int.,POINT (-87.6219716519 41.8774061234),POINT (-87.6341560931 41.922082541)
