full_school_name,school_name,player_name,position,height,weight,year,hometown,state,id
Florida Atlantic Owls,Florida Atlantic,Jeremy Faulk,DT,72.0,267.0,FR,"PALATKA, FL",FL,5530
Florida Atlantic Owls,Florida Atlantic,Andrae Kirk,LB,74.0,225.0,JR,"MIAMI, FL",FL,5531
Florida Atlantic Owls,Florida Atlantic,Alec Maughan,LB,72.0,210.0,FR,"LIVERMORE FALLS, ME",ME,5532
Florida Atlantic Owls,Florida Atlantic,Andrew Curtis,LB,74.0,220.0,FR,"PARADISE VALLEY, AZ",AZ,5533
Florida Atlantic Owls,Florida Atlantic,Andrew Bolognese,S,74.0,195.0,SR,"COCOA, FL",FL,5534
Florida Atlantic Owls,Florida Atlantic,Joe Fischer,K,72.0,210.0,SO,"LIVERMORE FALLS, ME",ME,5535
Florida Atlantic Owls,Florida Atlantic,Khilyni Kennedy,DE,74.0,175.0,FR,"LIVERMORE FALLS, ME",ME,5536
Florida Atlantic Owls,Florida Atlantic,Arthur Crouse,OL,78.0,250.0,FR,"WEST PALM BEACH, FL",FL,5537
Florida Atlantic Owls,Florida Atlantic,Jakobi Smith,OL,76.0,250.0,FR,"MIAMI, FL",FL,5538
Florida Atlantic Owls,Florida Atlantic,Shane Blair,OL,74.0,300.0,SO,"MYAKKA CITY, FL",FL,5539
Florida Atlantic Owls,Florida Atlantic,Nicolas Reid,LS,75.0,345.0,JR,--,--,5540
Florida Atlantic Owls,Florida Atlantic,Karl James,OL,73.0,285.0,JR,"MIAMI, FL",FL,5541
Florida Atlantic Owls,Florida Atlantic,Isaac Edwards,OL,76.0,280.0,FR,"TAMPA, FL",FL,5542
Florida Atlantic Owls,Florida Atlantic,Jace Banfell,OL,75.0,289.0,FR,"PENSACOLA, FL",FL,5543
Florida Atlantic Owls,Florida Atlantic,Mustafa Johnson,OL,75.0,295.0,SR,"CORONA, CA",CA,5544
Florida Atlantic Owls,Florida Atlantic,Robinson Eugene,DE,77.0,263.0,SO,"MIAMI, FL",FL,5545
Florida Atlantic Owls,Florida Atlantic,Eric Minemyer,OL,76.0,250.0,JR,"HASTINGS, PA",PA,5546
Florida Atlantic Owls,Florida Atlantic,DeAndre Williams,OL,77.0,290.0,SR,"ORLANDO, FL",FL,5547
Florida Atlantic Owls,Florida Atlantic,Vinny Davino,OL,77.0,260.0,SO,"SARASOTA, FL",FL,5548
Florida Atlantic Owls,Florida Atlantic,Dillon DeBoer,OL,77.0,245.0,FR,"TARPON SPRINGS, FL",FL,5549
Florida Atlantic Owls,Florida Atlantic,Dalton Schomp,P,72.0,190.0,SO,"SEMINOLE, FL",FL,5550
Florida Atlantic Owls,Florida Atlantic,Austin Bland,OL,75.0,265.0,FR,"FORT LAUDERDALE, FL",FL,5551
Florida Atlantic Owls,Florida Atlantic,Christopher Chappell,OT,81.0,320.0,SR,"CALLAHAN, FL",FL,5552
Florida Atlantic Owls,Florida Atlantic,Kenson St. Pierre,OL,77.0,312.0,SR,"BOYNTON BEACH, FL",FL,5553
Florida Atlantic Owls,Florida Atlantic,Mikingson Marsaille,OL,78.0,320.0,SO,"FORT PIERCE, FL",FL,5554
Florida Atlantic Owls,Florida Atlantic,Stern Vile,OL,77.0,335.0,SR,--,--,5555
Florida Atlantic Owls,Florida Atlantic,Braden Lyons,OL,77.0,295.0,JR,"SONOMA, CA",CA,5556
Florida Atlantic Owls,Florida Atlantic,Mohammad Farah,OL,74.0,290.0,SO,"ESTERO, FL",FL,5557
Florida Atlantic Owls,Florida Atlantic,Derek Butcher,OL,76.0,295.0,SO,"DELANO, MN",MN,5558
Florida Atlantic Owls,Florida Atlantic,Johnathon Ragoo,OL,79.0,342.0,JR,"MIAMI, FL",FL,5559
Florida Atlantic Owls,Florida Atlantic,Darion Howard,TE,75.0,260.0,SR,"WAVERLY, IA",IA,5560
Florida Atlantic Owls,Florida Atlantic,Kalib Woods,WR,75.0,182.0,FR,"JACKSONVILLE, FL",FL,5561
Florida Atlantic Owls,Florida Atlantic,Ben Hall,TE,75.0,240.0,FR,"PALM BEACH GARDENS, FL",FL,5562
Florida Atlantic Owls,Florida Atlantic,Tony Thomas,WR,70.0,176.0,SO,"MIAMI GARDENS, FL",FL,5563
Florida Atlantic Owls,Florida Atlantic,Alex Deleon,TE,76.0,210.0,JR,"BELLEVIEW, FL",FL,5564
Florida Atlantic Owls,Florida Atlantic,Marcus Cunningham,WR,72.0,175.0,JR,"LAKELAND, FL",FL,5565
Florida Atlantic Owls,Florida Atlantic,Hakeeme Ishmar,WR,74.0,210.0,JR,"DADE CITY, FL",FL,5566
Florida Atlantic Owls,Florida Atlantic,Dustin Bowens,TE,77.0,235.0,FR,"PALM COAST, FL",FL,5567
Florida Atlantic Owls,Florida Atlantic,Jenson Stoshak,WR,73.0,176.0,SO,"JACKSONVILLE, FL",FL,5568
Florida Atlantic Owls,Florida Atlantic,Shalom Ogbonda,DE,76.0,245.0,FR,"SUGAR LAND, TX",TX,5569
Florida Atlantic Owls,Florida Atlantic,Denzel Whitfield,DL,77.0,260.0,FR,"MONTICELLO, FL",FL,5570
Florida Atlantic Owls,Florida Atlantic,Joe Henry,DE,75.0,230.0,JR,"MIRAMAR, FL",FL,5571
Florida Atlantic Owls,Florida Atlantic,Andrew Stryffeler,DE,77.0,260.0,SR,"SANFORD, NC",NC,5572
Florida Atlantic Owls,Florida Atlantic,Kayvon Sherrill,DL,75.0,279.0,SR,"ATLANTA, GA",GA,5573
Florida Atlantic Owls,Florida Atlantic,Lance Burlingame,DT,76.0,280.0,FR,"FRANKLIN, MA",MA,5574
Florida Atlantic Owls,Florida Atlantic,Haiden Nagel,DL,77.0,217.0,FR,--,--,5575
Florida International Golden Panthers,Florida International,Shug Oyegunle,WR,69.0,175.0,FR,"TAMPA, FL",FL,5576
Florida International Golden Panthers,Florida International,Richard Leonard,CB,70.0,170.0,JR,"MIAMI, FL",FL,5577
Florida International Golden Panthers,Florida International,Clinton Taylor,WR,69.0,170.0,SO,"MIAMI, FL",FL,5578
Florida International Golden Panthers,Florida International,Israel Paopao,QB,73.0,240.0,FR,"OCEANSIDE, CA",CA,5579
Florida International Golden Panthers,Florida International,Travis Wright,QB,73.0,180.0,FR,"LOUISVILLE, KY",KY,5580
Florida International Golden Panthers,Florida International,Greg Hickman,DT,74.0,280.0,SR,"TAMPA, FL",FL,5581
Florida International Golden Panthers,Florida International,Giovani Francois,DE,73.0,250.0,JR,"UPPER MARLBORO, MD",MD,5582
Florida International Golden Panthers,Florida International,De'Andre Jasper,WR,69.0,200.0,SO,"MIAMI, FL",FL,5583
Florida International Golden Panthers,Florida International,Glenn Coleman,WR,74.0,200.0,SR,"NEW ORLEANS, LA",LA,5584
Florida International Golden Panthers,Florida International,Akil Dan-Fodio,TE,76.0,230.0,SO,"STONE MOUNTAIN, GA",GA,5585
Florida International Golden Panthers,Florida International,Denzell Perine,DE,75.0,245.0,SO,"MOBILE, AL",AL,5586
Florida International Golden Panthers,Florida International,Jake Medlock,QB,75.0,220.0,SO,"JACKSONVILLE, FL",FL,5587
Florida International Golden Panthers,Florida International,E.J. Hilliard,QB,74.0,185.0,SO,"MIAMI, FL",FL,5588
Florida International Golden Panthers,Florida International,Patrick Jean,LB,75.0,205.0,SO,"PORT SAINT LUCIE, FL",FL,5589
Florida International Golden Panthers,Florida International,Demarkus Perkins,S,72.0,205.0,JR,"BRADENTON, FL",FL,5590
Florida International Golden Panthers,Florida International,Fred Porter,WR,74.0,200.0,SO,"RUSKIN, FL",FL,5591
Florida International Golden Panthers,Florida International,Chris Ayers,P,72.0,175.0,FR,"HOLLYWOOD, FL",FL,5592
Florida International Golden Panthers,Florida International,Adrian Jenkins,S,74.0,210.0,FR,"TAMPA, FL",FL,5593
Florida International Golden Panthers,Florida International,T.J. Lowder,WR,71.0,185.0,SO,"PANAMA CITY, FL",FL,5594
Florida International Golden Panthers,Florida International,Jordan Davis,S,73.0,205.0,FR,"TAMPA, FL",FL,5595
Florida International Golden Panthers,Florida International,James Louis,WR,71.0,200.0,JR,"DELRAY BEACH, FL",FL,5596
Florida International Golden Panthers,Florida International,Shane Coleman,RB,66.0,195.0,SO,"GREEN COVE SPRINGS, FL",FL,5597
Florida International Golden Panthers,Florida International,Brad Hyman-Muhammad,CB,71.0,175.0,FR,--,--,5598
Florida International Golden Panthers,Florida International,Randy Harvey,CB,69.0,185.0,JR,"OAKLAND, CA",CA,5599
Florida International Golden Panthers,Florida International,Markeith Russell,LB,72.0,220.0,SR,"NORTH MIAMI BEACH, FL",FL,5600
Florida International Golden Panthers,Florida International,Terrance Taylor,S,72.0,190.0,SR,"MIAMI, FL",FL,5601
Florida International Golden Panthers,Florida International,Josh Glanton,LB,75.0,230.0,FR,"HAINES CITY, FL",FL,5602
Florida International Golden Panthers,Florida International,Aaron Montgomery,WR,70.0,175.0,FR,--,--,5603
Florida International Golden Panthers,Florida International,Derrick Jones Jr.,LB,72.0,200.0,SR,"MIAMI SPRINGS, FL",FL,5604
Florida International Golden Panthers,Florida International,Mitch Wozniak,S,75.0,205.0,SR,"DADE CITY, FL",FL,5605
Florida International Golden Panthers,Florida International,Xavier Hines,CB,72.0,175.0,FR,"MIAMI, FL",FL,5606
Florida International Golden Panthers,Florida International,Deonte Wilson,S,72.0,190.0,FR,"DAYTONA BEACH, FL",FL,5607
Florida International Golden Panthers,Florida International,Vontarius West,S,72.0,185.0,FR,"BARTOW, FL",FL,5608
Florida International Golden Panthers,Florida International,Silas Spearman III,RB,70.0,195.0,FR,"LOXAHATCHEE, FL",FL,5609
Florida International Golden Panthers,Florida International,Jeremiah McKinnon,CB,72.0,175.0,SO,"MIAMI, FL",FL,5610
Florida International Golden Panthers,Florida International,Justin Halley,S,75.0,200.0,JR,"BOCA RATON, FL",FL,5611
Florida International Golden Panthers,Florida International,Zach Schaubhut,TE,74.0,230.0,SR,"CHIPLEY, FL",FL,5612
Florida International Golden Panthers,Florida International,Alfonso Randolph,RB,71.0,185.0,FR,"OCALA, FL",FL,5613
Florida International Golden Panthers,Florida International,Davison Colimon,LB,73.0,200.0,SO,"WEST PALM BEACH, FL",FL,5614
Florida International Golden Panthers,Florida International,Lamarq Caldwell,RB,72.0,220.0,SO,"TAMPA, FL",FL,5615
Florida International Golden Panthers,Florida International,Darrious Cook,DE,74.0,240.0,SR,"PALM BEACH, FL",FL,5616
Florida International Golden Panthers,Florida International,Jorge Lorenzo,FB,70.0,235.0,FR,"MIAMI, FL",FL,5617
Florida International Golden Panthers,Florida International,Wilkenson Myrtil,CB,72.0,185.0,FR,"ORLANDO, FL",FL,5618
Florida International Golden Panthers,Florida International,Sam Miller,CB,70.0,180.0,SR,"MIAMI, FL",FL,5619
Florida International Golden Panthers,Florida International,Jordan Gibbs,FB,73.0,220.0,FR,"MIAMI, FL",FL,5620
Florida International Golden Panthers,Florida International,Jerrico Lee,DT,72.0,250.0,JR,"TALLAHASSEE, FL",FL,5621
Florida International Golden Panthers,Florida International,Caleb Vincent,LB,74.0,225.0,JR,"HOLLYWOOD, FL",FL,5622
Florida International Golden Panthers,Florida International,Antwoine Bell,S,71.0,195.0,SR,"MIAMI, FL",FL,5623
Florida International Golden Panthers,Florida International,Darrian Dyson,DT,75.0,315.0,SO,"NEW ORLEANS, LA",LA,5624
Florida International Golden Panthers,Florida International,Leroy Owens,LB,76.0,210.0,FR,"PALATKA, FL",FL,5625
Florida International Golden Panthers,Florida International,De'Shawn Hazziez,LB,74.0,200.0,FR,"FORT PIERCE, FL",FL,5626
Florida International Golden Panthers,Florida International,Anthon Samuel,RB,72.0,205.0,JR,"OPA LOCKA, FL",FL,5627
Florida International Golden Panthers,Florida International,Sam Gervais,CB,70.0,185.0,JR,"MIAMI, FL",FL,5628
Florida International Golden Panthers,Florida International,Talir Satterfield-Rowe,RB,70.0,195.0,JR,"PENNSAUKEN, NJ",NJ,5629
Florida International Golden Panthers,Florida International,Luis Rosado,LB,74.0,220.0,SO,"GAINESVILLE, FL",FL,5630
Florida International Golden Panthers,Florida International,Junior Delpe,TE,77.0,250.0,SR,"NORTH MIAMI, FL",FL,5631
Florida International Golden Panthers,Florida International,David Delsoin,OT,78.0,305.0,JR,"HOLLYWOOD, FL",FL,5632
Florida International Golden Panthers,Florida International,Brandon Taylor,LS,72.0,220.0,SO,"SLIDELL, LA",LA,5633
Florida International Golden Panthers,Florida International,Treyvon Williams,LB,71.0,230.0,FR,"MIAMI, FL",FL,5634
Florida International Golden Panthers,Florida International,Jeremy Derrick,LB,73.0,180.0,FR,"HALLANDALE, FL",FL,5635
Florida International Golden Panthers,Florida International,Austin Taylor,K,70.0,165.0,FR,"PUNTA GORDA, FL",FL,5636
Florida International Golden Panthers,Florida International,Michael Wakefield,LB,74.0,235.0,SO,"VALDOSTA, GA",GA,5637
Florida International Golden Panthers,Florida International,Matt Larrubia,LB,72.0,205.0,JR,"MIAMI, FL",FL,5638
Florida International Golden Panthers,Florida International,Sergio Sroka,K,72.0,175.0,FR,"MIAMI, FL",FL,5639
Florida International Golden Panthers,Florida International,Jordan Guest,LB,76.0,195.0,FR,"MIAMI, FL",FL,5640
Florida International Golden Panthers,Florida International,Byron Pinkston,C,75.0,300.0,JR,"HAMDEN, CT",CT,5641
Florida International Golden Panthers,Florida International,Donald Senat,C,74.0,285.0,JR,"MIAMI, FL",FL,5642
Florida International Golden Panthers,Florida International,Danny Nunez,C,74.0,285.0,FR,"MIAMI, FL",FL,5643
Florida International Golden Panthers,Florida International,Sam Medlock,LS,72.0,195.0,FR,"JACKSONVILLE, FL",FL,5644
Florida International Golden Panthers,Florida International,Ian Koch,G,75.0,280.0,FR,"CLEARWATER, FL",FL,5645
Florida International Golden Panthers,Florida International,Michael Montero,C,75.0,290.0,JR,"MIAMI, FL",FL,5646
Florida International Golden Panthers,Florida International,Cody Hodgens,K,70.0,165.0,FR,"TAMPA, FL",FL,5647
Florida International Golden Panthers,Florida International,Jordan Budwig,G,76.0,330.0,FR,"FORT LAUDERDALE, FL",FL,5648
Florida International Golden Panthers,Florida International,Julian Rodriguez,OT,77.0,310.0,FR,"MIAMI, FL",FL,5649
Florida International Golden Panthers,Florida International,Aaron Nielsen,OT,76.0,270.0,SO,"ORLANDO, FL",FL,5650
Florida International Golden Panthers,Florida International,Delmar Taylor,G,76.0,290.0,JR,"MIAMI BEACH, FL",FL,5651
Florida International Golden Panthers,Florida International,James Cruise,G,77.0,275.0,FR,"PALM BEACH GARDENS, FL",FL,5652
Florida International Golden Panthers,Florida International,Trenton Saunders,G,75.0,275.0,FR,"NORTH PALM BEACH, FL",FL,5653
Florida International Golden Panthers,Florida International,Lars Koht,DT,75.0,255.0,SO,"VERO BEACH, FL",FL,5654
Florida International Golden Panthers,Florida International,Edens Sineace,OT,77.0,310.0,FR,"WELLINGTON, FL",FL,5655
Florida International Golden Panthers,Florida International,Yousif Khoury,OT,78.0,315.0,SO,"SPRING VALLEY, CA",CA,5656
Florida International Golden Panthers,Florida International,Jordan White,G,75.0,310.0,JR,"WILLISTON, FL",FL,5657
Florida International Golden Panthers,Florida International,Dieugot Joseph,OT,78.0,260.0,FR,"ORLANDO, FL",FL,5658
Florida International Golden Panthers,Florida International,Ya'Keem Griner,TE,77.0,230.0,SO,"STARKE, FL",FL,5659
Florida International Golden Panthers,Florida International,Jairus Williams,WR,77.0,200.0,SR,"MIAMI, FL",FL,5660
Florida International Golden Panthers,Florida International,Dominique Rhymes,WR,76.0,210.0,SO,"MIAMI, FL",FL,5661
Florida International Golden Panthers,Florida International,Richard Burrows,WR,76.0,195.0,SO,"PALM BAY, FL",FL,5662
Florida International Golden Panthers,Florida International,Cory White,TE,78.0,280.0,SR,"ORANGE PARK, FL",FL,5663
Florida International Golden Panthers,Florida International,Ricky Fernandez,TE,77.0,250.0,FR,"MIAMI, FL",FL,5664
Florida International Golden Panthers,Florida International,Raymond Jackson,WR,74.0,210.0,SO,"NEW ORLEANS, LA",LA,5665
Florida International Golden Panthers,Florida International,Jonnu Smith,TE,75.0,210.0,FR,"OCALA, FL",FL,5666
Florida International Golden Panthers,Florida International,Jonathan Pavlov,TE,76.0,225.0,FR,"NORTH PALM BEACH, FL",FL,5667
Florida International Golden Panthers,Florida International,Rockey Vann,WR,71.0,170.0,SR,"OCOEE, FL",FL,5668
Florida International Golden Panthers,Florida International,Imarjaye Albury,DT,73.0,295.0,FR,"MIAMI, FL",FL,5669
Florida International Golden Panthers,Florida International,Cody Horstman,DE,75.0,270.0,SO,"VERO BEACH, FL",FL,5670
Florida International Golden Panthers,Florida International,Paul Crawford,DE,80.0,270.0,SR,"CARROLLTON, TX",TX,5671
Florida International Golden Panthers,Florida International,Marques Cheeks,DT,75.0,270.0,FR,"NEW ORLEANS, LA",LA,5672
Florida International Golden Panthers,Florida International,Karson Dietrich,K,72.0,160.0,FR,"VERO BEACH, FL",FL,5673
Florida International Golden Panthers,Florida International,Wonderful Monds II,DE,72.0,230.0,JR,"FORT PIERCE, FL",FL,5674
Florida International Golden Panthers,Florida International,Leonard Washington,DT,72.0,290.0,FR,"NEW ORLEANS, LA",LA,5675
Florida International Golden Panthers,Florida International,Isame Faciane,DT,77.0,295.0,SR,"SLIDELL, LA",LA,5676
Louisiana Tech Bulldogs,Louisiana Tech,Richie Casey,WR,71.0,185.0,SR,"HOMER, LA",LA,5677
Louisiana Tech Bulldogs,Louisiana Tech,Lyle Fitte,RB,69.0,190.0,SR,"PORT SULPHUR, LA",LA,5678
Louisiana Tech Bulldogs,Louisiana Tech,Paul Turner,WR,71.0,186.0,SO,"WEST MONROE, LA",LA,5679
Louisiana Tech Bulldogs,Louisiana Tech,Sterling Griffin,WR,72.0,194.0,SR,"OPA LOCKA, FL",FL,5680
Louisiana Tech Bulldogs,Louisiana Tech,D.J. Banks,WR,69.0,185.0,SR,"WEST MONROE, LA",LA,5681
Louisiana Tech Bulldogs,Louisiana Tech,Sean Berman,QB,75.0,207.0,SR,"SANTA MONICA, CA",CA,5682
Louisiana Tech Bulldogs,Louisiana Tech,Beau Fitte,LB,73.0,215.0,SO,"PORT SULPHUR, LA",LA,5683
Louisiana Tech Bulldogs,Louisiana Tech,Paul Harris,QB,74.0,201.0,SR,"BATON ROUGE, LA",LA,5684
Louisiana Tech Bulldogs,Louisiana Tech,Jacarri Jackson,WR,74.0,185.0,SR,"LOGANSPORT, LA",LA,5685
Louisiana Tech Bulldogs,Louisiana Tech,Zach Griffith,QB,75.0,185.0,JR,"SANTA ANA, CA",CA,5686
Louisiana Tech Bulldogs,Louisiana Tech,Jaydrick DeClouette,WR,72.0,175.0,FR,"PATTERSON, LA",LA,5687
Louisiana Tech Bulldogs,Louisiana Tech,Lloyd Grogan,DB,72.0,201.0,FR,"MORGAN CITY, LA",LA,5688
Louisiana Tech Bulldogs,Louisiana Tech,Conner Smith,WR,76.0,185.0,FR,"COVINGTON, LA",LA,5689
Louisiana Tech Bulldogs,Louisiana Tech,Le'Vander Liggins,DB,71.0,190.0,JR,"LEESVILLE, LA",LA,5690
Louisiana Tech Bulldogs,Louisiana Tech,Chase Schultz,QB,73.0,186.0,FR,"HEATH, TX",TX,5691
Louisiana Tech Bulldogs,Louisiana Tech,Ryan Higgins,QB,73.0,196.0,FR,"HUTTO, TX",TX,5692
Louisiana Tech Bulldogs,Louisiana Tech,Bryson Abraham,CB,71.0,175.0,SO,"JENNINGS, LA",LA,5693
Louisiana Tech Bulldogs,Louisiana Tech,Kyle Fischer,K,68.0,160.0,SO,"FRISCO, TX",TX,5694
Louisiana Tech Bulldogs,Louisiana Tech,Jabari Prewitt,DB,69.0,182.0,JR,"HUTTO, TX",TX,5695
Louisiana Tech Bulldogs,Louisiana Tech,Scotty Young,QB,74.0,210.0,JR,"DENTON, TX",TX,5696
Louisiana Tech Bulldogs,Louisiana Tech,Andy McAlindon,QB,77.0,215.0,SO,"SAN BRUNO, CA",CA,5697
Louisiana Tech Bulldogs,Louisiana Tech,Connor Nichols,S,74.0,195.0,JR,"BOSSIER CITY, LA",LA,5698
Louisiana Tech Bulldogs,Louisiana Tech,D.J. St. Julien,WR,72.0,185.0,JR,"LAFAYETTE, LA",LA,5699
Louisiana Tech Bulldogs,Louisiana Tech,Ronnie Fields,DB,66.0,155.0,JR,"HAYNESVILLE, LA",LA,5700
Louisiana Tech Bulldogs,Louisiana Tech,Andrew Guillot,WR,70.0,180.0,SR,"SLIDELL, LA",LA,5701
Louisiana Tech Bulldogs,Louisiana Tech,Colby Brown,DB,69.0,170.0,JR,"COLLEGE PARK, GA",GA,5702
Louisiana Tech Bulldogs,Louisiana Tech,Adairius Barnes,DB,71.0,180.0,SO,"PORT GIBSON, MS",MS,5703
Louisiana Tech Bulldogs,Louisiana Tech,Kendrick James,DE,73.0,245.0,SR,"NEW ORLEANS, LA",LA,5704
Louisiana Tech Bulldogs,Louisiana Tech,Kentrell Brice,DB,71.0,180.0,SO,"RUSTON, LA",LA,5705
Louisiana Tech Bulldogs,Louisiana Tech,Rickey Courtney,RB,69.0,185.0,SR,"SHREVEPORT, LA",LA,5706
Louisiana Tech Bulldogs,Louisiana Tech,Marlon Seets,RB,71.0,215.0,JR,"HAUGHTON, LA",LA,5707
Louisiana Tech Bulldogs,Louisiana Tech,Nick Thomason,LB,73.0,235.0,JR,"MUSCLE SHOALS, AL",AL,5708
Louisiana Tech Bulldogs,Louisiana Tech,Blake Martin,RB,71.0,195.0,SO,"LULING, TX",TX,5709
Louisiana Tech Bulldogs,Louisiana Tech,Thaddaeus Medford,DB,71.0,190.0,FR,"NEWBERN, TN",TN,5710
Louisiana Tech Bulldogs,Louisiana Tech,Tevin King,RB,67.0,170.0,FR,"MOULTRIE, GA",GA,5711
Louisiana Tech Bulldogs,Louisiana Tech,James Banks,RB,68.0,175.0,JR,"VIOLET, LA",LA,5712
Louisiana Tech Bulldogs,Louisiana Tech,Josh Ross,CB,69.0,190.0,SR,"MONROE, LA",LA,5713
Louisiana Tech Bulldogs,Louisiana Tech,Boston Scott,RB,67.0,170.0,FR,"ZACHARY, LA",LA,5714
Louisiana Tech Bulldogs,Louisiana Tech,Kenneth Dixon,RB,72.0,215.0,SO,"STRONG, AR",AR,5715
Louisiana Tech Bulldogs,Louisiana Tech,Gerald Shouse,P,75.0,185.0,SO,"SHREVEPORT, LA",LA,5716
Louisiana Tech Bulldogs,Louisiana Tech,Kendall Hayes,DB,71.0,185.0,JR,"LANCASTER, TX",TX,5717
Louisiana Tech Bulldogs,Louisiana Tech,Ahmad Wallace,DB,68.0,170.0,SR,"MIAMI, FL",FL,5718
Louisiana Tech Bulldogs,Louisiana Tech,Terrell Pinson,S,75.0,210.0,JR,"TUPELO, MS",MS,5719
Louisiana Tech Bulldogs,Louisiana Tech,Mitch Villemez,LB,73.0,230.0,JR,"HARDIN, TX",TX,5720
Louisiana Tech Bulldogs,Louisiana Tech,Thomas McDonald,S,75.0,180.0,JR,"HOUSTON, TX",TX,5721
Louisiana Tech Bulldogs,Louisiana Tech,Mike Schrang,LB,73.0,210.0,JR,"KINGWOOD, TX",TX,5722
Louisiana Tech Bulldogs,Louisiana Tech,Jonathan Barnes,K,68.0,150.0,FR,"BATON ROUGE, LA",LA,5723
Louisiana Tech Bulldogs,Louisiana Tech,C.J. Cleveland,DB,72.0,182.0,SO,"SHREVEPORT, LA",LA,5724
Louisiana Tech Bulldogs,Louisiana Tech,Hunter Lee,RB,70.0,200.0,JR,"FLOWER MOUND, TX",TX,5725
Louisiana Tech Bulldogs,Louisiana Tech,Michael Mims,WR,71.0,200.0,FR,"WEST MONROE, LA",LA,5726
Louisiana Tech Bulldogs,Louisiana Tech,Michael Jacob,DB,71.0,165.0,FR,"ALLEN, TX",TX,5727
Louisiana Tech Bulldogs,Louisiana Tech,Xavier Woods,DB,71.0,180.0,FR,"WEST MONROE, LA",LA,5728
Louisiana Tech Bulldogs,Louisiana Tech,Kevin Kisseberth,DE,73.0,240.0,JR,"SPRING, TX",TX,5729
Louisiana Tech Bulldogs,Louisiana Tech,IK Enemkpali,DL,74.0,250.0,SR,"PFLUGERVILLE, TX",TX,5730
Louisiana Tech Bulldogs,Louisiana Tech,Logan McPherson,K,70.0,172.0,FR,"FORT PAYNE, AL",AL,5731
Louisiana Tech Bulldogs,Louisiana Tech,Austin Ginn,S,73.0,180.0,FR,"FARMERVILLE, LA",LA,5732
Louisiana Tech Bulldogs,Louisiana Tech,Vernon Butler,DL,75.0,300.0,SO,"SUMMIT, MS",MS,5733
Louisiana Tech Bulldogs,Louisiana Tech,Daniel Cobb,LB,73.0,230.0,SR,"KILLEEN, TX",TX,5734
Louisiana Tech Bulldogs,Louisiana Tech,Andre Wiggins,LB,74.0,215.0,SO,"KIRBY, TX",TX,5735
Louisiana Tech Bulldogs,Louisiana Tech,Josh Cuthbert,LS,71.0,240.0,SR,"BELLE GLADE, FL",FL,5736
Louisiana Tech Bulldogs,Louisiana Tech,Ty Hook,LB,72.0,210.0,SO,"DENTON, TX",TX,5737
Louisiana Tech Bulldogs,Louisiana Tech,Darrell Travis,LS,72.0,240.0,FR,"MCKINNEY, TX",TX,5738
Louisiana Tech Bulldogs,Louisiana Tech,Trent Norman,LB,73.0,217.0,SO,"JENA, LA",LA,5739
Louisiana Tech Bulldogs,Louisiana Tech,Tony Johnson,LB,74.0,236.0,JR,"SULLIGENT, AL",AL,5740
Louisiana Tech Bulldogs,Louisiana Tech,Richard Greenwalt,OL,76.0,297.0,JR,"WILDOMAR, CA",CA,5741
Louisiana Tech Bulldogs,Louisiana Tech,Devon McKinney,DL,74.0,265.0,JR,"CAMDEN, NJ",NJ,5742
Louisiana Tech Bulldogs,Louisiana Tech,Ross Lodge,OL,77.0,300.0,FR,"AUSTIN, TX",TX,5743
Louisiana Tech Bulldogs,Louisiana Tech,Matthew Conger,OL,76.0,270.0,SR,"PRAIRIEVILLE, LA",LA,5744
Louisiana Tech Bulldogs,Louisiana Tech,Joseph Brunson,OL,76.0,300.0,FR,"RUSTON, LA",LA,5745
Louisiana Tech Bulldogs,Louisiana Tech,Chris Aye,OL,76.0,290.0,FR,"HOUSTON, TX",TX,5746
Louisiana Tech Bulldogs,Louisiana Tech,Matthew Shepperd,OL,75.0,305.0,SR,"MARSHALL, TX",TX,5747
Louisiana Tech Bulldogs,Louisiana Tech,Tre Carter,OL,75.0,285.0,JR,"BUENA VISTA, GA",GA,5748
Louisiana Tech Bulldogs,Louisiana Tech,Josh Robinson,OL,76.0,300.0,SO,"LANCASTER, TX",TX,5749
Louisiana Tech Bulldogs,Louisiana Tech,Vince Cano,OL,74.0,305.0,SR,"KILGORE, TX",TX,5750
Louisiana Tech Bulldogs,Louisiana Tech,Justin Ellis,DL,74.0,330.0,SR,"MONROE, LA",LA,5751
Louisiana Tech Bulldogs,Louisiana Tech,Clayton Landry,OL,78.0,255.0,FR,"DENHAM SPRINGS, LA",LA,5752
Louisiana Tech Bulldogs,Louisiana Tech,Jeremy Graffree,OL,75.0,300.0,SR,"GAUTIER, MS",MS,5753
Louisiana Tech Bulldogs,Louisiana Tech,Larry Banks,OL,76.0,310.0,SR,"FAYETTE, MS",MS,5754
Louisiana Tech Bulldogs,Louisiana Tech,Darrell Brown,OL,77.0,275.0,FR,"ABILENE, TX",TX,5755
Louisiana Tech Bulldogs,Louisiana Tech,Zeke Alsander,OL,78.0,300.0,SO,"BATON ROUGE, LA",LA,5756
Louisiana Tech Bulldogs,Louisiana Tech,Jens Danielsen,OL,77.0,290.0,JR,"WICHITA, KS",KS,5757
Louisiana Tech Bulldogs,Louisiana Tech,Mitchell Bell,OL,76.0,330.0,JR,"HOUSTON, TX",TX,5758
Louisiana Tech Bulldogs,Louisiana Tech,Alec Davis,OL,73.0,275.0,SR,"MISSION VIEJO, CA",CA,5759
